Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","7","Angola","6183","Valeur en devise locale, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","million LCU","12478797.01","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6185","Valeur US $ par habitant, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","US$","3109.246369","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6184","Valeur US $, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","103937.3987","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6155","Croissance annuelle en devise locale","22008","Produit Intérieur Brut","2020","2020","%","11.544746","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6181","Croissance annuelle aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-5.5","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-29.625968","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-31.888856","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-5.5","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-8.538662","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6109","Valeur en devise locale","22011","Revenu national brut","2020","2020","million LCU","30836011.95","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6110","Valeur US $","22011","Revenu national brut","2020","2020","Millions d’USD","53325.62687","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22011","Revenu national brut","2020","2020","US$","1595.215137","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6103","Part du PIB US $","22011","Revenu national brut","2020","2020","%","91.144513","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6155","Croissance annuelle en devise locale","22011","Revenu national brut","2020","2020","%","12.310684","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-29.142735","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2020","2020","%","-31.421161","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2020","2020","million LCU","697.79","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","258.440741","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","US$","16582.659012","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6183","Valeur en devise locale, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","million LCU","653.002406","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6185","Valeur US $ par habitant, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","US$","15518.302406","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6184","Valeur US $, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","241.852743","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6155","Croissance annuelle en devise locale","22008","Produit Intérieur Brut","2020","2020","%","-31.398881","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6181","Croissance annuelle aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-29.871968","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-31.398881","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-32.301238","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-29.871968","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-30.794409","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6109","Valeur en devise locale","22011","Revenu national brut","2020","2020","million LCU","628.653476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6110","Valeur US $","22011","Revenu national brut","2020","2020","Millions d’USD","232.834621","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22011","Revenu national brut","2020","2020","US$","14939.661258","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Anguilla","6103","Part du PIB US $","22011","Revenu national brut","2020","2020","%","90.092073","X","Ciffre de sources internationales",""
